countryName,countryCode,regionCode,maxLength,maxLWH,method,minWeight,maxWeight,rate
BAHRAIN,BH,21,150,300,EMS,0,300,1200
BAHRAIN,BH,21,150,300,EMS,300,500,1500
BAHRAIN,BH,21,150,300,EMS,500,600,1680
BAHRAIN,BH,21,150,300,EMS,600,700,1860
BAHRAIN,BH,21,150,300,EMS,700,800,2040
BAHRAIN,BH,21,150,300,EMS,800,900,2220
BAHRAIN,BH,21,150,300,EMS,900,1000,2400
BAHRAIN,BH,21,150,300,EMS,1000,1250,2800
BAHRAIN,BH,21,150,300,EMS,1250,1500,3200
BAHRAIN,BH,21,150,300,EMS,1500,1750,3600
BAHRAIN,BH,21,150,300,EMS,1750,2000,4000
BAHRAIN,BH,21,150,300,EMS,2000,2500,4700
BAHRAIN,BH,21,150,300,EMS,2500,3000,5400
BAHRAIN,BH,21,150,300,EMS,3000,3500,6100
BAHRAIN,BH,21,150,300,EMS,3500,4000,6800
BAHRAIN,BH,21,150,300,EMS,4000,4500,7500
BAHRAIN,BH,21,150,300,EMS,4500,5000,8200
BAHRAIN,BH,21,150,300,EMS,5000,5500,8900
BAHRAIN,BH,21,150,300,EMS,5500,6000,9600
BAHRAIN,BH,21,150,300,EMS,6000,7000,10700
BAHRAIN,BH,21,150,300,EMS,7000,8000,11800
BAHRAIN,BH,21,150,300,EMS,8000,9000,12900
BAHRAIN,BH,21,150,300,EMS,9000,10000,14000
BAHRAIN,BH,21,150,300,EMS,10000,11000,15100
BAHRAIN,BH,21,150,300,EMS,11000,12000,16200
BAHRAIN,BH,21,150,300,EMS,12000,13000,17300
BAHRAIN,BH,21,150,300,EMS,13000,14000,18400
BAHRAIN,BH,21,150,300,EMS,14000,15000,19500
BAHRAIN,BH,21,150,300,EMS,15000,16000,20600
BAHRAIN,BH,21,150,300,EMS,16000,17000,21700
BAHRAIN,BH,21,150,300,EMS,17000,18000,22800
BAHRAIN,BH,21,150,300,EMS,18000,19000,23900
BAHRAIN,BH,21,150,300,EMS,19000,20000,25000
BANGLADESH,BD,1,150,300,EMS,0,300,900
BANGLADESH,BD,1,150,300,EMS,300,500,1100
BANGLADESH,BD,1,150,300,EMS,500,600,1240
BANGLADESH,BD,1,150,300,EMS,600,700,1380
BANGLADESH,BD,1,150,300,EMS,700,800,1520
BANGLADESH,BD,1,150,300,EMS,800,900,1660
BANGLADESH,BD,1,150,300,EMS,900,1000,1800
BANGLADESH,BD,1,150,300,EMS,1000,1250,2100
BANGLADESH,BD,1,150,300,EMS,1250,1500,2400
BANGLADESH,BD,1,150,300,EMS,1500,1750,2700
BANGLADESH,BD,1,150,300,EMS,1750,2000,3000
BANGLADESH,BD,1,150,300,EMS,2000,2500,3500
BANGLADESH,BD,1,150,300,EMS,2500,3000,4000
BANGLADESH,BD,1,150,300,EMS,3000,3500,4500
BANGLADESH,BD,1,150,300,EMS,3500,4000,5000
BANGLADESH,BD,1,150,300,EMS,4000,4500,5500
BANGLADESH,BD,1,150,300,EMS,4500,5000,6000
BANGLADESH,BD,1,150,300,EMS,5000,5500,6500
BANGLADESH,BD,1,150,300,EMS,5500,6000,7000
BANGLADESH,BD,1,150,300,EMS,6000,7000,7800
BANGLADESH,BD,1,150,300,EMS,7000,8000,8600
BANGLADESH,BD,1,150,300,EMS,8000,9000,9400
BANGLADESH,BD,1,150,300,EMS,9000,10000,10200
BANGLADESH,BD,1,150,300,EMS,10000,11000,11000
BANGLADESH,BD,1,150,300,EMS,11000,12000,11800
BANGLADESH,BD,1,150,300,EMS,12000,13000,12600
BANGLADESH,BD,1,150,300,EMS,13000,14000,13400
BANGLADESH,BD,1,150,300,EMS,14000,15000,14200
BANGLADESH,BD,1,150,300,EMS,15000,16000,15000
BANGLADESH,BD,1,150,300,EMS,16000,17000,15800
BANGLADESH,BD,1,150,300,EMS,17000,18000,16600
BANGLADESH,BD,1,150,300,EMS,18000,19000,17400
BANGLADESH,BD,1,150,300,EMS,19000,20000,18200
BARBADOS,BB,21,150,300,EMS,0,300,1200
BARBADOS,BB,21,150,300,EMS,300,500,1500
BARBADOS,BB,21,150,300,EMS,500,600,1680
BARBADOS,BB,21,150,300,EMS,600,700,1860
BARBADOS,BB,21,150,300,EMS,700,800,2040
BARBADOS,BB,21,150,300,EMS,800,900,2220
BARBADOS,BB,21,150,300,EMS,900,1000,2400
BARBADOS,BB,21,150,300,EMS,1000,1250,2800
BARBADOS,BB,21,150,300,EMS,1250,1500,3200
BARBADOS,BB,21,150,300,EMS,1500,1750,3600
BARBADOS,BB,21,150,300,EMS,1750,2000,4000
BARBADOS,BB,21,150,300,EMS,2000,2500,4700
BARBADOS,BB,21,150,300,EMS,2500,3000,5400
BARBADOS,BB,21,150,300,EMS,3000,3500,6100
BARBADOS,BB,21,150,300,EMS,3500,4000,6800
BARBADOS,BB,21,150,300,EMS,4000,4500,7500
BARBADOS,BB,21,150,300,EMS,4500,5000,8200
BARBADOS,BB,21,150,300,EMS,5000,5500,8900
BARBADOS,BB,21,150,300,EMS,5500,6000,9600
BARBADOS,BB,21,150,300,EMS,6000,7000,10700
BARBADOS,BB,21,150,300,EMS,7000,8000,11800
BARBADOS,BB,21,150,300,EMS,8000,9000,12900
BARBADOS,BB,21,150,300,EMS,9000,10000,14000
BARBADOS,BB,21,150,300,EMS,10000,11000,15100
BARBADOS,BB,21,150,300,EMS,11000,12000,16200
BARBADOS,BB,21,150,300,EMS,12000,13000,17300
BARBADOS,BB,21,150,300,EMS,13000,14000,18400
BARBADOS,BB,21,150,300,EMS,14000,15000,19500
BARBADOS,BB,21,150,300,EMS,15000,16000,20600
BARBADOS,BB,21,150,300,EMS,16000,17000,21700
BARBADOS,BB,21,150,300,EMS,17000,18000,22800
BARBADOS,BB,21,150,300,EMS,18000,19000,23900
BARBADOS,BB,21,150,300,EMS,19000,20000,25000
BARBADOS,BB,21,150,300,EMS,20000,21000,26100
BARBADOS,BB,21,150,300,EMS,21000,22000,27200
BARBADOS,BB,21,150,300,EMS,22000,23000,28300
BARBADOS,BB,21,150,300,EMS,23000,24000,29400
BARBADOS,BB,21,150,300,EMS,24000,25000,30500
BARBADOS,BB,21,150,300,EMS,25000,26000,31600
BARBADOS,BB,21,150,300,EMS,26000,27000,32700
BARBADOS,BB,21,150,300,EMS,27000,28000,33800
BARBADOS,BB,21,150,300,EMS,28000,29000,34900
BARBADOS,BB,21,150,300,EMS,29000,30000,36000
BELARUS,BY,22,150,300,EMS,0,300,1500
BELARUS,BY,22,150,300,EMS,300,500,1800
BELARUS,BY,22,150,300,EMS,500,600,2000
BELARUS,BY,22,150,300,EMS,600,700,2200
BELARUS,BY,22,150,300,EMS,700,800,2400
BELARUS,BY,22,150,300,EMS,800,900,2600
BELARUS,BY,22,150,300,EMS,900,1000,2800
BELARUS,BY,22,150,300,EMS,1000,1250,3250
BELARUS,BY,22,150,300,EMS,1250,1500,3700
BELARUS,BY,22,150,300,EMS,1500,1750,4150
BELARUS,BY,22,150,300,EMS,1750,2000,4600
BELARUS,BY,22,150,300,EMS,2000,2500,5400
BELARUS,BY,22,150,300,EMS,2500,3000,6200
BELARUS,BY,22,150,300,EMS,3000,3500,7000
BELARUS,BY,22,150,300,EMS,3500,4000,7800
BELARUS,BY,22,150,300,EMS,4000,4500,8600
BELARUS,BY,22,150,300,EMS,4500,5000,9400
BELARUS,BY,22,150,300,EMS,5000,5500,10200
BELARUS,BY,22,150,300,EMS,5500,6000,11000
BELARUS,BY,22,150,300,EMS,6000,7000,12300
BELARUS,BY,22,150,300,EMS,7000,8000,13600
BELARUS,BY,22,150,300,EMS,8000,9000,14900
BELARUS,BY,22,150,300,EMS,9000,10000,16200
BELARUS,BY,22,150,300,EMS,10000,11000,17500
BELARUS,BY,22,150,300,EMS,11000,12000,18800
BELARUS,BY,22,150,300,EMS,12000,13000,20100
BELARUS,BY,22,150,300,EMS,13000,14000,21400
BELARUS,BY,22,150,300,EMS,14000,15000,22700
BELARUS,BY,22,150,300,EMS,15000,16000,24000
BELARUS,BY,22,150,300,EMS,16000,17000,25300
BELARUS,BY,22,150,300,EMS,17000,18000,26600
BELARUS,BY,22,150,300,EMS,18000,19000,27900
BELARUS,BY,22,150,300,EMS,19000,20000,29200
BELARUS,BY,22,150,300,EMS,20000,21000,30500
BELARUS,BY,22,150,300,EMS,21000,22000,31800
BELARUS,BY,22,150,300,EMS,22000,23000,33100
BELARUS,BY,22,150,300,EMS,23000,24000,34400
BELARUS,BY,22,150,300,EMS,24000,25000,35700
BELARUS,BY,22,150,300,EMS,25000,26000,37000
BELARUS,BY,22,150,300,EMS,26000,27000,38300
BELARUS,BY,22,150,300,EMS,27000,28000,39600
BELARUS,BY,22,150,300,EMS,28000,29000,40900
BELARUS,BY,22,150,300,EMS,29000,30000,42200
BELGIUM,BE,22,150,300,EMS,0,300,1500
BELGIUM,BE,22,150,300,EMS,300,500,1800
BELGIUM,BE,22,150,300,EMS,500,600,2000
BELGIUM,BE,22,150,300,EMS,600,700,2200
BELGIUM,BE,22,150,300,EMS,700,800,2400
BELGIUM,BE,22,150,300,EMS,800,900,2600
BELGIUM,BE,22,150,300,EMS,900,1000,2800
BELGIUM,BE,22,150,300,EMS,1000,1250,3250
BELGIUM,BE,22,150,300,EMS,1250,1500,3700
BELGIUM,BE,22,150,300,EMS,1500,1750,4150
BELGIUM,BE,22,150,300,EMS,1750,2000,4600
BELGIUM,BE,22,150,300,EMS,2000,2500,5400
BELGIUM,BE,22,150,300,EMS,2500,3000,6200
BELGIUM,BE,22,150,300,EMS,3000,3500,7000
BELGIUM,BE,22,150,300,EMS,3500,4000,7800
BELGIUM,BE,22,150,300,EMS,4000,4500,8600
BELGIUM,BE,22,150,300,EMS,4500,5000,9400
BELGIUM,BE,22,150,300,EMS,5000,5500,10200
BELGIUM,BE,22,150,300,EMS,5500,6000,11000
BELGIUM,BE,22,150,300,EMS,6000,7000,12300
BELGIUM,BE,22,150,300,EMS,7000,8000,13600
BELGIUM,BE,22,150,300,EMS,8000,9000,14900
BELGIUM,BE,22,150,300,EMS,9000,10000,16200
BELGIUM,BE,22,150,300,EMS,10000,11000,17500
BELGIUM,BE,22,150,300,EMS,11000,12000,18800
BELGIUM,BE,22,150,300,EMS,12000,13000,20100
BELGIUM,BE,22,150,300,EMS,13000,14000,21400
BELGIUM,BE,22,150,300,EMS,14000,15000,22700
BELGIUM,BE,22,150,300,EMS,15000,16000,24000
BELGIUM,BE,22,150,300,EMS,16000,17000,25300
BELGIUM,BE,22,150,300,EMS,17000,18000,26600
BELGIUM,BE,22,150,300,EMS,18000,19000,27900
BELGIUM,BE,22,150,300,EMS,19000,20000,29200
BELGIUM,BE,22,150,300,EMS,20000,21000,30500
BELGIUM,BE,22,150,300,EMS,21000,22000,31800
BELGIUM,BE,22,150,300,EMS,22000,23000,33100
BELGIUM,BE,22,150,300,EMS,23000,24000,34400
BELGIUM,BE,22,150,300,EMS,24000,25000,35700
BELGIUM,BE,22,150,300,EMS,25000,26000,37000
BELGIUM,BE,22,150,300,EMS,26000,27000,38300
BELGIUM,BE,22,150,300,EMS,27000,28000,39600
BELGIUM,BE,22,150,300,EMS,28000,29000,40900
BELGIUM,BE,22,150,300,EMS,29000,30000,42200
BHUTAN,BT,1,150,300,EMS,0,300,900
BHUTAN,BT,1,150,300,EMS,300,500,1100
BHUTAN,BT,1,150,300,EMS,500,600,1240
BHUTAN,BT,1,150,300,EMS,600,700,1380
BHUTAN,BT,1,150,300,EMS,700,800,1520
BHUTAN,BT,1,150,300,EMS,800,900,1660
BHUTAN,BT,1,150,300,EMS,900,1000,1800
BHUTAN,BT,1,150,300,EMS,1000,1250,2100
BHUTAN,BT,1,150,300,EMS,1250,1500,2400
BHUTAN,BT,1,150,300,EMS,1500,1750,2700
BHUTAN,BT,1,150,300,EMS,1750,2000,3000
BHUTAN,BT,1,150,300,EMS,2000,2500,3500
BHUTAN,BT,1,150,300,EMS,2500,3000,4000
BHUTAN,BT,1,150,300,EMS,3000,3500,4500
BHUTAN,BT,1,150,300,EMS,3500,4000,5000
BHUTAN,BT,1,150,300,EMS,4000,4500,5500
BHUTAN,BT,1,150,300,EMS,4500,5000,6000
BHUTAN,BT,1,150,300,EMS,5000,5500,6500
BHUTAN,BT,1,150,300,EMS,5500,6000,7000
BHUTAN,BT,1,150,300,EMS,6000,7000,7800
BHUTAN,BT,1,150,300,EMS,7000,8000,8600
BHUTAN,BT,1,150,300,EMS,8000,9000,9400
BHUTAN,BT,1,150,300,EMS,9000,10000,10200
BHUTAN,BT,1,150,300,EMS,10000,11000,11000
BHUTAN,BT,1,150,300,EMS,11000,12000,11800
BHUTAN,BT,1,150,300,EMS,12000,13000,12600
BHUTAN,BT,1,150,300,EMS,13000,14000,13400
BHUTAN,BT,1,150,300,EMS,14000,15000,14200
BHUTAN,BT,1,150,300,EMS,15000,16000,15000
BHUTAN,BT,1,150,300,EMS,16000,17000,15800
BHUTAN,BT,1,150,300,EMS,17000,18000,16600
BHUTAN,BT,1,150,300,EMS,18000,19000,17400
BHUTAN,BT,1,150,300,EMS,19000,20000,18200
BOTSWANA,BW,3,150,300,EMS,0,300,1700
BOTSWANA,BW,3,150,300,EMS,300,500,2100
BOTSWANA,BW,3,150,300,EMS,500,600,2440
BOTSWANA,BW,3,150,300,EMS,600,700,2780
BOTSWANA,BW,3,150,300,EMS,700,800,3120
BOTSWANA,BW,3,150,300,EMS,800,900,3460
BOTSWANA,BW,3,150,300,EMS,900,1000,3800
BOTSWANA,BW,3,150,300,EMS,1000,1250,4600
BOTSWANA,BW,3,150,300,EMS,1250,1500,5400
BOTSWANA,BW,3,150,300,EMS,1500,1750,6200
BOTSWANA,BW,3,150,300,EMS,1750,2000,7000
BOTSWANA,BW,3,150,300,EMS,2000,2500,8500
BOTSWANA,BW,3,150,300,EMS,2500,3000,10000
BOTSWANA,BW,3,150,300,EMS,3000,3500,11500
BOTSWANA,BW,3,150,300,EMS,3500,4000,13000
BOTSWANA,BW,3,150,300,EMS,4000,4500,14500
BOTSWANA,BW,3,150,300,EMS,4500,5000,16000
BOTSWANA,BW,3,150,300,EMS,5000,5500,17500
BOTSWANA,BW,3,150,300,EMS,5500,6000,19000
BOTSWANA,BW,3,150,300,EMS,6000,7000,21100
BOTSWANA,BW,3,150,300,EMS,7000,8000,23200
BOTSWANA,BW,3,150,300,EMS,8000,9000,25300
BOTSWANA,BW,3,150,300,EMS,9000,10000,27400
BOTSWANA,BW,3,150,300,EMS,10000,11000,29500
BOTSWANA,BW,3,150,300,EMS,11000,12000,31600
BOTSWANA,BW,3,150,300,EMS,12000,13000,33700
BOTSWANA,BW,3,150,300,EMS,13000,14000,35800
BOTSWANA,BW,3,150,300,EMS,14000,15000,37900
BOTSWANA,BW,3,150,300,EMS,15000,16000,40000
BOTSWANA,BW,3,150,300,EMS,16000,17000,42100
BOTSWANA,BW,3,150,300,EMS,17000,18000,44200
BOTSWANA,BW,3,150,300,EMS,18000,19000,46300
BOTSWANA,BW,3,150,300,EMS,19000,20000,48400
BRAZIL,BR,3,150,300,EMS,0,300,1700
BRAZIL,BR,3,150,300,EMS,300,500,2100
BRAZIL,BR,3,150,300,EMS,500,600,2440
BRAZIL,BR,3,150,300,EMS,600,700,2780
BRAZIL,BR,3,150,300,EMS,700,800,3120
BRAZIL,BR,3,150,300,EMS,800,900,3460
BRAZIL,BR,3,150,300,EMS,900,1000,3800
BRAZIL,BR,3,150,300,EMS,1000,1250,4600
BRAZIL,BR,3,150,300,EMS,1250,1500,5400
BRAZIL,BR,3,150,300,EMS,1500,1750,6200
BRAZIL,BR,3,150,300,EMS,1750,2000,7000
BRAZIL,BR,3,150,300,EMS,2000,2500,8500
BRAZIL,BR,3,150,300,EMS,2500,3000,10000
BRAZIL,BR,3,150,300,EMS,3000,3500,11500
BRAZIL,BR,3,150,300,EMS,3500,4000,13000
BRAZIL,BR,3,150,300,EMS,4000,4500,14500
BRAZIL,BR,3,150,300,EMS,4500,5000,16000
BRAZIL,BR,3,150,300,EMS,5000,5500,17500
BRAZIL,BR,3,150,300,EMS,5500,6000,19000
BRAZIL,BR,3,150,300,EMS,6000,7000,21100
BRAZIL,BR,3,150,300,EMS,7000,8000,23200
BRAZIL,BR,3,150,300,EMS,8000,9000,25300
BRAZIL,BR,3,150,300,EMS,9000,10000,27400
BRAZIL,BR,3,150,300,EMS,10000,11000,29500
BRAZIL,BR,3,150,300,EMS,11000,12000,31600
BRAZIL,BR,3,150,300,EMS,12000,13000,33700
BRAZIL,BR,3,150,300,EMS,13000,14000,35800
BRAZIL,BR,3,150,300,EMS,14000,15000,37900
BRAZIL,BR,3,150,300,EMS,15000,16000,40000
BRAZIL,BR,3,150,300,EMS,16000,17000,42100
BRAZIL,BR,3,150,300,EMS,17000,18000,44200
BRAZIL,BR,3,150,300,EMS,18000,19000,46300
BRAZIL,BR,3,150,300,EMS,19000,20000,48400
BRAZIL,BR,3,150,300,EMS,20000,21000,50500
BRAZIL,BR,3,150,300,EMS,21000,22000,52600
BRAZIL,BR,3,150,300,EMS,22000,23000,54700
BRAZIL,BR,3,150,300,EMS,23000,24000,56800
BRAZIL,BR,3,150,300,EMS,24000,25000,58900
BRAZIL,BR,3,150,300,EMS,25000,26000,61000
BRAZIL,BR,3,150,300,EMS,26000,27000,63100
BRAZIL,BR,3,150,300,EMS,27000,28000,65200
BRAZIL,BR,3,150,300,EMS,28000,29000,67300
BRAZIL,BR,3,150,300,EMS,29000,30000,69400
BRUNEI,BN,1,150,300,EMS,0,300,900
BRUNEI,BN,1,150,300,EMS,300,500,1100
BRUNEI,BN,1,150,300,EMS,500,600,1240
BRUNEI,BN,1,150,300,EMS,600,700,1380
BRUNEI,BN,1,150,300,EMS,700,800,1520
BRUNEI,BN,1,150,300,EMS,800,900,1660
BRUNEI,BN,1,150,300,EMS,900,1000,1800
BRUNEI,BN,1,150,300,EMS,1000,1250,2100
BRUNEI,BN,1,150,300,EMS,1250,1500,2400
BRUNEI,BN,1,150,300,EMS,1500,1750,2700
BRUNEI,BN,1,150,300,EMS,1750,2000,3000
BRUNEI,BN,1,150,300,EMS,2000,2500,3500
BRUNEI,BN,1,150,300,EMS,2500,3000,4000
BRUNEI,BN,1,150,300,EMS,3000,3500,4500
BRUNEI,BN,1,150,300,EMS,3500,4000,5000
BRUNEI,BN,1,150,300,EMS,4000,4500,5500
BRUNEI,BN,1,150,300,EMS,4500,5000,6000
BRUNEI,BN,1,150,300,EMS,5000,5500,6500
BRUNEI,BN,1,150,300,EMS,5500,6000,7000
BRUNEI,BN,1,150,300,EMS,6000,7000,7800
BRUNEI,BN,1,150,300,EMS,7000,8000,8600
BRUNEI,BN,1,150,300,EMS,8000,9000,9400
BRUNEI,BN,1,150,300,EMS,9000,10000,10200
BRUNEI,BN,1,150,300,EMS,10000,11000,11000
BRUNEI,BN,1,150,300,EMS,11000,12000,11800
BRUNEI,BN,1,150,300,EMS,12000,13000,12600
BRUNEI,BN,1,150,300,EMS,13000,14000,13400
BRUNEI,BN,1,150,300,EMS,14000,15000,14200
BRUNEI,BN,1,150,300,EMS,15000,16000,15000
BRUNEI,BN,1,150,300,EMS,16000,17000,15800
BRUNEI,BN,1,150,300,EMS,17000,18000,16600
BRUNEI,BN,1,150,300,EMS,18000,19000,17400
BRUNEI,BN,1,150,300,EMS,19000,20000,18200
BRUNEI,BN,1,150,300,EMS,20000,21000,19000
BRUNEI,BN,1,150,300,EMS,21000,22000,19800
BRUNEI,BN,1,150,300,EMS,22000,23000,20600
BRUNEI,BN,1,150,300,EMS,23000,24000,21400
BRUNEI,BN,1,150,300,EMS,24000,25000,22200
BRUNEI,BN,1,150,300,EMS,25000,26000,23000
BRUNEI,BN,1,150,300,EMS,26000,27000,23800
BRUNEI,BN,1,150,300,EMS,27000,28000,24600
BRUNEI,BN,1,150,300,EMS,28000,29000,25400
BRUNEI,BN,1,150,300,EMS,29000,30000,26200
BULGARIA,BG,22,150,300,EMS,0,300,1500
BULGARIA,BG,22,150,300,EMS,300,500,1800
BULGARIA,BG,22,150,300,EMS,500,600,2000
BULGARIA,BG,22,150,300,EMS,600,700,2200
BULGARIA,BG,22,150,300,EMS,700,800,2400
BULGARIA,BG,22,150,300,EMS,800,900,2600
BULGARIA,BG,22,150,300,EMS,900,1000,2800
BULGARIA,BG,22,150,300,EMS,1000,1250,3250
BULGARIA,BG,22,150,300,EMS,1250,1500,3700
BULGARIA,BG,22,150,300,EMS,1500,1750,4150
BULGARIA,BG,22,150,300,EMS,1750,2000,4600
BULGARIA,BG,22,150,300,EMS,2000,2500,5400
BULGARIA,BG,22,150,300,EMS,2500,3000,6200
BULGARIA,BG,22,150,300,EMS,3000,3500,7000
BULGARIA,BG,22,150,300,EMS,3500,4000,7800
BULGARIA,BG,22,150,300,EMS,4000,4500,8600
BULGARIA,BG,22,150,300,EMS,4500,5000,9400
BULGARIA,BG,22,150,300,EMS,5000,5500,10200
BULGARIA,BG,22,150,300,EMS,5500,6000,11000
BULGARIA,BG,22,150,300,EMS,6000,7000,12300
BULGARIA,BG,22,150,300,EMS,7000,8000,13600
BULGARIA,BG,22,150,300,EMS,8000,9000,14900
BULGARIA,BG,22,150,300,EMS,9000,10000,16200
BULGARIA,BG,22,150,300,EMS,10000,11000,17500
BULGARIA,BG,22,150,300,EMS,11000,12000,18800
BULGARIA,BG,22,150,300,EMS,12000,13000,20100
BULGARIA,BG,22,150,300,EMS,13000,14000,21400
BULGARIA,BG,22,150,300,EMS,14000,15000,22700
BULGARIA,BG,22,150,300,EMS,15000,16000,24000
BULGARIA,BG,22,150,300,EMS,16000,17000,25300
BULGARIA,BG,22,150,300,EMS,17000,18000,26600
BULGARIA,BG,22,150,300,EMS,18000,19000,27900
BULGARIA,BG,22,150,300,EMS,19000,20000,29200
CAMBODIA,KH,1,150,300,EMS,0,300,900
CAMBODIA,KH,1,150,300,EMS,300,500,1100
CAMBODIA,KH,1,150,300,EMS,500,600,1240
CAMBODIA,KH,1,150,300,EMS,600,700,1380
CAMBODIA,KH,1,150,300,EMS,700,800,1520
CAMBODIA,KH,1,150,300,EMS,800,900,1660
CAMBODIA,KH,1,150,300,EMS,900,1000,1800
CAMBODIA,KH,1,150,300,EMS,1000,1250,2100
CAMBODIA,KH,1,150,300,EMS,1250,1500,2400
CAMBODIA,KH,1,150,300,EMS,1500,1750,2700
CAMBODIA,KH,1,150,300,EMS,1750,2000,3000
CAMBODIA,KH,1,150,300,EMS,2000,2500,3500
CAMBODIA,KH,1,150,300,EMS,2500,3000,4000
CAMBODIA,KH,1,150,300,EMS,3000,3500,4500
CAMBODIA,KH,1,150,300,EMS,3500,4000,5000
CAMBODIA,KH,1,150,300,EMS,4000,4500,5500
CAMBODIA,KH,1,150,300,EMS,4500,5000,6000
CAMBODIA,KH,1,150,300,EMS,5000,5500,6500
CAMBODIA,KH,1,150,300,EMS,5500,6000,7000
CAMBODIA,KH,1,150,300,EMS,6000,7000,7800
CAMBODIA,KH,1,150,300,EMS,7000,8000,8600
CAMBODIA,KH,1,150,300,EMS,8000,9000,9400
CAMBODIA,KH,1,150,300,EMS,9000,10000,10200
CAMBODIA,KH,1,150,300,EMS,10000,11000,11000
CAMBODIA,KH,1,150,300,EMS,11000,12000,11800
CAMBODIA,KH,1,150,300,EMS,12000,13000,12600
CAMBODIA,KH,1,150,300,EMS,13000,14000,13400
CAMBODIA,KH,1,150,300,EMS,14000,15000,14200
CAMBODIA,KH,1,150,300,EMS,15000,16000,15000
CAMBODIA,KH,1,150,300,EMS,16000,17000,15800
CAMBODIA,KH,1,150,300,EMS,17000,18000,16600
CAMBODIA,KH,1,150,300,EMS,18000,19000,17400
CAMBODIA,KH,1,150,300,EMS,19000,20000,18200
CAMBODIA,KH,1,150,300,EMS,20000,21000,19000
CAMBODIA,KH,1,150,300,EMS,21000,22000,19800
CAMBODIA,KH,1,150,300,EMS,22000,23000,20600
CAMBODIA,KH,1,150,300,EMS,23000,24000,21400
CAMBODIA,KH,1,150,300,EMS,24000,25000,22200
CAMBODIA,KH,1,150,300,EMS,25000,26000,23000
CAMBODIA,KH,1,150,300,EMS,26000,27000,23800
CAMBODIA,KH,1,150,300,EMS,27000,28000,24600
CAMBODIA,KH,1,150,300,EMS,28000,29000,25400
CAMBODIA,KH,1,150,300,EMS,29000,30000,26200
CANADA,CA,21,150,300,EMS,0,300,1200
CANADA,CA,21,150,300,EMS,300,500,1500
CANADA,CA,21,150,300,EMS,500,600,1680
CANADA,CA,21,150,300,EMS,600,700,1860
CANADA,CA,21,150,300,EMS,700,800,2040
CANADA,CA,21,150,300,EMS,800,900,2220
CANADA,CA,21,150,300,EMS,900,1000,2400
CANADA,CA,21,150,300,EMS,1000,1250,2800
CANADA,CA,21,150,300,EMS,1250,1500,3200
CANADA,CA,21,150,300,EMS,1500,1750,3600
CANADA,CA,21,150,300,EMS,1750,2000,4000
CANADA,CA,21,150,300,EMS,2000,2500,4700
CANADA,CA,21,150,300,EMS,2500,3000,5400
CANADA,CA,21,150,300,EMS,3000,3500,6100
CANADA,CA,21,150,300,EMS,3500,4000,6800
CANADA,CA,21,150,300,EMS,4000,4500,7500
CANADA,CA,21,150,300,EMS,4500,5000,8200
CANADA,CA,21,150,300,EMS,5000,5500,8900
CANADA,CA,21,150,300,EMS,5500,6000,9600
CANADA,CA,21,150,300,EMS,6000,7000,10700
CANADA,CA,21,150,300,EMS,7000,8000,11800
CANADA,CA,21,150,300,EMS,8000,9000,12900
CANADA,CA,21,150,300,EMS,9000,10000,14000
CANADA,CA,21,150,300,EMS,10000,11000,15100
CANADA,CA,21,150,300,EMS,11000,12000,16200
CANADA,CA,21,150,300,EMS,12000,13000,17300
CANADA,CA,21,150,300,EMS,13000,14000,18400
CANADA,CA,21,150,300,EMS,14000,15000,19500
CANADA,CA,21,150,300,EMS,15000,16000,20600
CANADA,CA,21,150,300,EMS,16000,17000,21700
CANADA,CA,21,150,300,EMS,17000,18000,22800
CANADA,CA,21,150,300,EMS,18000,19000,23900
CANADA,CA,21,150,300,EMS,19000,20000,25000
CANADA,CA,21,150,300,EMS,20000,21000,26100
CANADA,CA,21,150,300,EMS,21000,22000,27200
CANADA,CA,21,150,300,EMS,22000,23000,28300
CANADA,CA,21,150,300,EMS,23000,24000,29400
CANADA,CA,21,150,300,EMS,24000,25000,30500
CANADA,CA,21,150,300,EMS,25000,26000,31600
CANADA,CA,21,150,300,EMS,26000,27000,32700
CANADA,CA,21,150,300,EMS,27000,28000,33800
CANADA,CA,21,150,300,EMS,28000,29000,34900
CANADA,CA,21,150,300,EMS,29000,30000,36000
CHILE,CL,3,150,300,EMS,0,300,1700
CHILE,CL,3,150,300,EMS,300,500,2100
CHILE,CL,3,150,300,EMS,500,600,2440
CHILE,CL,3,150,300,EMS,600,700,2780
CHILE,CL,3,150,300,EMS,700,800,3120
CHILE,CL,3,150,300,EMS,800,900,3460
CHILE,CL,3,150,300,EMS,900,1000,3800
CHILE,CL,3,150,300,EMS,1000,1250,4600
CHILE,CL,3,150,300,EMS,1250,1500,5400
CHILE,CL,3,150,300,EMS,1500,1750,6200
CHILE,CL,3,150,300,EMS,1750,2000,7000
CHILE,CL,3,150,300,EMS,2000,2500,8500
CHILE,CL,3,150,300,EMS,2500,3000,10000
CHILE,CL,3,150,300,EMS,3000,3500,11500
CHILE,CL,3,150,300,EMS,3500,4000,13000
CHILE,CL,3,150,300,EMS,4000,4500,14500
CHILE,CL,3,150,300,EMS,4500,5000,16000
CHILE,CL,3,150,300,EMS,5000,5500,17500
CHILE,CL,3,150,300,EMS,5500,6000,19000
CHILE,CL,3,150,300,EMS,6000,7000,21100
CHILE,CL,3,150,300,EMS,7000,8000,23200
CHILE,CL,3,150,300,EMS,8000,9000,25300
